27
40
65
78.15
82
85
15
32
45
48.84
47
48
21
35
51
55.14
60
62
0.91
1.13
2.84
20.4
31
9.2
15.4
5
2
3
4.5
90
10
45
88
90
10
80
10
2
4
5.5
16.6
2
3
4
1
1
1
1
1
4
22
53
66
62
7
52
67
88
93
97
58
84
82
62
53
24
78
90
90
94
12
16
20
24
28
34
40
45
52
60
67
71
78
87
92
6
10
14
16
20
24
26
28
30
34
36
40
44
46
4
6
8
10
14
18
20
22
23
24
25
25
26
27
2
4
5
5
7
10
12
17
21
23
26
31
35
38
47
59
60
64
17
0
11
25
34
40
47
50
52
11
22
25
32
40
44
49
4
15
22
27
30
34
40
2
10
14
20
25
30
34
30
16
13
9.7
16
34.8
52.5
63
55.4
10.3
42
10.5
7.5
45
52.5
58
61
65
67.5
68
42
49
53
57
59
65
30
38
44
47.5
51
52.5
54
30
37.5
42.5
46
50
51
52
3
4
7
9
4
10
33
37
60
35
88.4
99.95
66.68
25
92
39
93
72
100
24
96
45
99
78
100
3.4
53.8
64.5
5.1
15.7
35
44
51
80
99
31
42
56
75
86
94
99
82.1
50.2
3
5
79
96
8
94
20
12
30
62
80
89
91
2.75
8.94
12.54
27.41
12.72
10.23
12.16
5.29
12.73
15
25
35
42
4
8
10
12
2.99
7.62
9.62
7.73
7.99
25
36.8
13.07
2.75
20.35
27.2
10.75
16.72
43.22
15.14
23.17
27.47
31.8
34.65
29.05
33.84
38.95
26.12
21.88
19.06
4.93
16.11
26.85
19.59
1.6
2.4
0.6
1.4
3.7
3.4
3.3
2.7
2.2
1.7
2.5
5
3.3
3.5
